Date,Room,Type,Description,Additional Description
2025-08-20T03:48:14.117,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:48:22.501,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:48:22.522,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:48:32.700,103,Value monitoring,Window  0 -> 1,
2025-08-20T03:48:32.708,103,Value monitoring,Door 1 -> 0,
2025-08-20T03:48:32.719,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:48:32.728,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:48:42.873,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:48:42.881,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:48:50.725,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:48:50.733,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:49:03.192,103,Value monitoring,Window  1 -> 0,
2025-08-20T03:49:03.204,103,Value monitoring,Door 0 -> 1,
2025-08-20T03:49:03.213,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:49:03.221,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:49:10.781,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:49:10.789,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:49:23.209,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:49:23.217,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:49:33.353,103,Value monitoring,Window  0 -> 1,
2025-08-20T03:49:33.360,103,Value monitoring,Door 1 -> 0,
2025-08-20T03:49:33.370,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:49:33.379,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:49:43.161,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:49:43.170,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:49:53.003,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:49:53.013,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:50:03,103,Value monitoring,Window  1 -> 0,
2025-08-20T03:50:03.011,103,Value monitoring,Door 0 -> 1,
2025-08-20T03:50:03.021,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:50:03.029,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:50:12.599,103,Value monitoring,DND 1 -> 0,
2025-08-13T12:28:56.002,101,Value monitoring,Door 1 -> 0,
2025-08-20T03:50:12.606,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:50:22.386,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:50:22.396,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:50:32.343,103,Value monitoring,Window  0 -> 1,
2025-08-20T03:50:32.351,103,Value monitoring,Door 1 -> 0,
2025-08-20T03:50:32.360,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:50:32.368,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:50:42.020,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:50:42.030,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:50:52.087,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:50:52.097,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:51:02.054,103,Value monitoring,Window  1 -> 0,
2025-08-20T03:51:02.060,103,Value monitoring,Door 0 -> 1,
2025-08-20T03:51:02.068,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:51:02.077,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:51:11.956,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:51:11.967,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:51:21.565,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:51:21.569,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:51:31.362,103,Value monitoring,Window  0 -> 1,
2025-08-20T03:51:31.369,103,Value monitoring,Door 1 -> 0,
2025-08-20T03:51:31.379,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:51:31.387,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:51:41.451,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:51:41.456,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:51:51.458,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:51:51.467,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:52:01.286,103,Value monitoring,Window  1 -> 0,
2025-08-20T03:52:01.296,103,Value monitoring,Door 0 -> 1,
2025-08-20T03:52:01.303,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:52:01.312,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:52:11.304,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:52:11.315,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:52:21.462,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:52:21.472,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:52:31.319,103,Value monitoring,Window  0 -> 1,
2025-08-20T03:52:31.344,103,Value monitoring,Door 1 -> 0,
2025-08-20T03:52:33.810,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:52:33.818,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:52:43.737,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:52:43.766,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:52:51.753,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:52:51.762,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:53:01.514,103,Value monitoring,Window  1 -> 0,
2025-08-20T03:53:01.523,103,Value monitoring,Door 0 -> 1,
2025-08-20T03:53:01.533,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:53:01.542,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:53:13.851,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:53:13.860,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:53:23.549,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:53:23.561,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:53:33.311,103,Value monitoring,Window  0 -> 1,
2025-08-20T03:53:33.332,103,Value monitoring,Door 1 -> 0,
2025-08-20T03:53:33.341,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:53:33.349,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:53:43.225,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:53:43.238,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:53:53.065,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:53:53.146,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:54:03.249,103,Value monitoring,Window  1 -> 0,
2025-08-20T03:54:03.317,103,Value monitoring,Door 0 -> 1,
2025-08-20T03:54:03.338,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:54:03.349,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:54:13.188,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:54:13.219,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:54:23.035,103,Value monitoring,DND 0 -> 1,
2025-08-13T12:28:58.623,101,Value monitoring,Door 0 -> 1,
2025-08-13T12:31:54.917,101,Value monitoring,Door 1 -> 0,
2025-08-13T12:32:02.719,101,Value monitoring,Door 0 -> 1,
2025-08-20T03:54:23.044,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:54:33.045,103,Value monitoring,Window  0 -> 1,
2025-08-20T03:54:33.053,103,Value monitoring,Door 1 -> 0,
2025-08-20T03:54:33.062,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:54:33.071,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:54:42.933,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:54:42.938,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:54:52.431,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:54:52.439,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:55:02.396,103,Value monitoring,Window  1 -> 0,
2025-08-20T03:55:02.402,103,Value monitoring,Door 0 -> 1,
2025-08-20T03:55:02.413,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:55:02.422,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:55:12.626,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:55:12.632,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:55:22.184,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:55:22.193,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:55:31.862,103,Value monitoring,Window  0 -> 1,
2025-08-20T03:55:31.871,103,Value monitoring,Door 1 -> 0,
2025-08-20T03:55:31.879,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:55:31.888,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:55:42.140,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:55:42.150,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:55:51.948,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:55:51.955,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:56:01.740,103,Value monitoring,Window  1 -> 0,
2025-08-20T03:56:01.744,103,Value monitoring,Door 0 -> 1,
2025-08-20T03:56:04.212,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:56:04.244,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:56:13.972,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:56:13.999,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:56:23.632,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:56:23.638,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:56:33.010,103,Value monitoring,Window  0 -> 1,
2025-08-20T03:56:33.022,103,Value monitoring,Door 1 -> 0,
2025-08-20T03:56:33.030,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:56:33.039,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:56:43.268,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:56:43.278,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:56:53.013,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:56:53.022,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:57:02.764,103,Value monitoring,Window  1 -> 0,
2025-08-20T03:57:02.775,103,Value monitoring,Door 0 -> 1,
2025-08-20T03:57:02.786,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:57:02.795,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:57:12.542,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:57:12.624,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:57:22.389,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:57:22.409,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:57:32.468,103,Value monitoring,Window  0 -> 1,
2025-08-20T03:57:32.478,103,Value monitoring,Door 1 -> 0,
2025-08-20T03:57:32.496,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:57:32.505,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:57:42.416,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:57:42.427,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:57:54.223,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:57:54.231,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:58:03.941,103,Value monitoring,Window  1 -> 0,
2025-08-20T03:58:03.980,103,Value monitoring,Door 0 -> 1,
2025-08-20T03:58:03.996,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:58:04.005,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:58:14.068,103,Value monitoring,DND 1 -> 0,
2025-08-13T12:41:06.170,101,Value monitoring,Door 1 -> 0,
2025-08-13T12:41:18.704,101,Value monitoring,Door 0 -> 1,
2025-08-20T03:58:14.121,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:58:23.493,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:58:23.503,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:58:33.188,103,Value monitoring,Window  0 -> 1,
2025-08-20T03:58:33.195,103,Value monitoring,Door 1 -> 0,
2025-08-20T03:58:33.203,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:58:33.211,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:58:43.143,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:58:43.155,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:58:52.553,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:58:52.563,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:59:02.518,103,Value monitoring,Window  1 -> 0,
2025-08-20T03:59:02.530,103,Value monitoring,Door 0 -> 1,
2025-08-20T03:59:02.540,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:59:02.557,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:59:14.746,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:59:14.754,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:59:24.395,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:59:24.400,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:59:31.703,103,Value monitoring,Window  0 -> 1,
2025-08-20T03:59:31.715,103,Value monitoring,Door 1 -> 0,
2025-08-20T03:59:34.302,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:59:34.325,103,Value monitoring,MUR 0 -> 1,
2025-08-20T03:59:44.147,103,Value monitoring,DND 0 -> 1,
2025-08-20T03:59:44.171,103,Value monitoring,MUR 1 -> 0,
2025-08-20T03:59:53.737,103,Value monitoring,DND 1 -> 0,
2025-08-20T03:59:53.749,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:00:04.034,103,Value monitoring,Window  1 -> 0,
2025-08-20T04:00:04.045,103,Value monitoring,Door 0 -> 1,
2025-08-20T04:00:04.056,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:00:04.064,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:00:14.044,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:00:14.053,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:00:23.909,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:00:23.917,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:00:33.763,103,Value monitoring,Window  0 -> 1,
2025-08-20T04:00:33.772,103,Value monitoring,Door 1 -> 0,
2025-08-20T04:00:33.781,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:00:33.792,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:00:44.115,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:00:44.120,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:00:53.956,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:00:53.967,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:01:03.805,103,Value monitoring,Window  1 -> 0,
2025-08-20T04:01:03.812,103,Value monitoring,Door 0 -> 1,
2025-08-20T04:01:03.822,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:01:03.833,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:01:13.630,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:01:13.641,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:01:23.549,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:01:23.574,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:01:33.588,103,Value monitoring,Window  0 -> 1,
2025-08-20T04:01:33.599,103,Value monitoring,Door 1 -> 0,
2025-08-20T04:01:33.608,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:01:33.617,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:01:44.136,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:01:44.147,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:01:53.873,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:01:53.884,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:02:03.552,103,Value monitoring,Window  1 -> 0,
2025-08-20T04:02:03.576,103,Value monitoring,Door 0 -> 1,
2025-08-20T04:02:03.586,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:02:03.594,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:02:13.340,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:02:13.350,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:02:23.187,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:02:23.195,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:02:33.326,103,Value monitoring,Window  0 -> 1,
2025-08-20T04:02:33.336,103,Value monitoring,Door 1 -> 0,
2025-08-13T12:45:14.513,101,Value monitoring,Door 1 -> 0,
2025-08-13T12:45:17.225,101,Value monitoring,Door 0 -> 1,
2025-08-13T12:48:08.767,101,Value monitoring,Door 1 -> 0,
2025-08-13T12:48:13.614,101,Value monitoring,Door 0 -> 1,
2025-08-13T12:48:48.939,101,Value monitoring,Door 1 -> 0,
2025-08-13T12:48:53.899,101,Value monitoring,Door 0 -> 1,
2025-08-13T12:50:54.168,101,Value monitoring,Door 1 -> 0,
2025-08-13T12:50:59.135,101,Value monitoring,Door 0 -> 1,
2025-08-20T04:02:33.345,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:02:33.356,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:02:43.123,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:02:43.129,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:02:55.191,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:02:55.199,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:03:02.877,103,Value monitoring,Window  1 -> 0,
2025-08-20T04:03:02.904,103,Value monitoring,Door 0 -> 1,
2025-08-20T04:03:05.389,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:03:05.394,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:03:16.587,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:03:16.597,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:03:24.523,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:03:24.534,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:03:32.150,103,Value monitoring,Window  0 -> 1,
2025-08-20T04:03:32.161,103,Value monitoring,Door 1 -> 0,
2025-08-20T04:03:34.563,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:03:34.570,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:03:44.002,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:03:44.008,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:03:53.809,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:03:53.817,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:04:03.966,103,Value monitoring,Window  1 -> 0,
2025-08-20T04:04:03.974,103,Value monitoring,Door 0 -> 1,
2025-08-20T04:04:03.981,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:04:03.989,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:04:14.056,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:04:14.088,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:04:23.692,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:04:23.707,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:04:33.186,103,Value monitoring,Window  0 -> 1,
2025-08-20T04:04:33.197,103,Value monitoring,Door 1 -> 0,
2025-08-20T04:04:35.580,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:04:35.596,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:04:45.658,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:04:45.671,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:04:55.847,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:04:55.857,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:05:03.245,103,Value monitoring,Window  1 -> 0,
2025-08-20T04:05:03.270,103,Value monitoring,Door 0 -> 1,
2025-08-20T04:05:05.710,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:05:05.716,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:05:15.402,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:05:15.415,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:05:25.106,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:05:25.113,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:05:32.910,103,Value monitoring,Window  0 -> 1,
2025-08-20T04:05:32.919,103,Value monitoring,Door 1 -> 0,
2025-08-20T04:05:35.338,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:05:35.348,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:05:45.276,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:05:45.287,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:05:54.724,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:05:54.731,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:06:02.522,103,Value monitoring,Window  1 -> 0,
2025-08-20T04:06:02.528,103,Value monitoring,Door 0 -> 1,
2025-08-20T04:06:04.782,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:06:04.789,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:06:14.589,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:06:14.599,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:06:24.189,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:06:24.200,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:06:32.147,103,Value monitoring,Window  0 -> 1,
2025-08-13T12:55:32.768,101,Value monitoring,Door 1 -> 0,
2025-08-13T12:55:55.700,101,Value monitoring,Door 0 -> 1,
2025-08-20T04:06:32.172,103,Value monitoring,Door 1 -> 0,
2025-08-20T04:06:34.581,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:06:34.592,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:06:44.304,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:06:44.315,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:06:54.032,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:06:54.043,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:07:03.838,103,Value monitoring,Window  1 -> 0,
2025-08-20T04:07:03.847,103,Value monitoring,Door 0 -> 1,
2025-08-20T04:07:03.855,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:07:03.864,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:07:15.959,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:07:15.968,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:07:25.496,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:07:25.510,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:07:33.282,103,Value monitoring,Window  0 -> 1,
2025-08-20T04:07:33.289,103,Value monitoring,Door 1 -> 0,
2025-08-20T04:07:35.689,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:07:35.699,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:07:45.741,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:07:45.764,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:07:55.518,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:07:55.548,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:08:03.352,103,Value monitoring,Window  1 -> 0,
2025-08-20T04:08:03.358,103,Value monitoring,Door 0 -> 1,
2025-08-20T04:08:05.796,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:08:05.803,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:08:15.885,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:08:15.894,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:08:25.603,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:08:25.622,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:08:33.278,103,Value monitoring,Window  0 -> 1,
2025-08-20T04:08:33.289,103,Value monitoring,Door 1 -> 0,
2025-08-20T04:08:35.671,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:08:35.681,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:08:45.819,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:08:45.831,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:08:55.904,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:08:55.911,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:09:03.455,103,Value monitoring,Window  1 -> 0,
2025-08-20T04:09:03.464,103,Value monitoring,Door 0 -> 1,
2025-08-20T04:09:06.085,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:09:06.104,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:09:15.660,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:09:15.668,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:09:25.550,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:09:25.563,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:09:33.096,103,Value monitoring,Window  0 -> 1,
2025-08-20T04:09:33.107,103,Value monitoring,Door 1 -> 0,
2025-08-20T04:09:35.496,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:09:35.507,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:09:45.336,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:09:45.347,103,Value monitoring,MUR 1 -> 0,
2025-08-20T20:27:34.196,103,Value monitoring,DND 0 -> 1,
2025-08-20T20:27:34.205,103,Value monitoring,MUR 1 -> 0,
2025-08-20T20:27:43.971,103,Value monitoring,DND 1 -> 0,
2025-08-20T20:27:43.986,103,Value monitoring,MUR 0 -> 1,
2025-08-20T20:27:46.554,103,Value monitoring,Window  0 -> 1,
2025-08-20T20:27:46.566,103,Value monitoring,Door 1 -> 0,
2025-08-20T20:27:54.072,103,Value monitoring,DND 0 -> 1,
2025-08-13T12:56:08.389,101,Value monitoring,Door 1 -> 0,
2025-08-13T12:56:13.451,101,Value monitoring,Door 0 -> 1,
2025-08-20T04:09:55.151,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:09:55.163,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:10:02.487,103,Value monitoring,Window  1 -> 0,
2025-08-20T04:10:02.496,103,Value monitoring,Door 0 -> 1,
2025-08-20T04:10:04.912,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:10:04.919,103,Value monitoring,MUR 1 -> 0,
2025-08-20T04:10:14.859,103,Value monitoring,DND 1 -> 0,
2025-08-20T04:10:14.869,103,Value monitoring,MUR 0 -> 1,
2025-08-20T04:10:24.670,103,Value monitoring,DND 0 -> 1,
2025-08-20T04:10:24.683,103,Value monitoring,MUR 1 -> 0,
2025-08-20T20:27:54.078,103,Value monitoring,MUR 1 -> 0,
2025-08-20T20:28:03.840,103,Value monitoring,DND 1 -> 0,
2025-08-20T20:28:03.844,103,Value monitoring,MUR 0 -> 1,
2025-08-20T20:28:14.150,103,Value monitoring,DND 0 -> 1,
2025-08-20T20:28:14.155,103,Value monitoring,MUR 1 -> 0,
2025-08-20T20:28:16.657,103,Value monitoring,Window  1 -> 0,
2025-08-20T20:28:16.682,103,Value monitoring,Door 0 -> 1,
2025-08-20T20:28:24.186,103,Value monitoring,DND 1 -> 0,
